country;major area;minor area;centroid (lat);centroid (long);distance (km)
Mexico;Michoacán;Charo;19,67143128;-101,0180861;14,39075917
Mexico;Michoacán;Chavinda;20,023295;-102,4443819;9,934366426
Mexico;Michoacán;Cherán;19,73018347;-101,9951621;13,83621133
Mexico;Michoacán;Chilchota;19,80451626;-102,1070262;12,20938053
Mexico;Michoacán;Chinicuila;18,79090314;-103,3987741;22,72391013
Mexico;Michoacán;Chucándiro;19,89272446;-101,3892436;7,956065183
Mexico;Michoacán;Churintzio;20,13486756;-102,1111557;13,55212273
Mexico;Michoacán;Churumuco;18,68369151;-101,5886151;33,55187399
Mexico;Michoacán;Coahuayana;18,75464913;-103,6161792;16,33254018
Mexico;Michoacán;Coalcomán de Vázquez Pallares;18,68119602;-103,0647004;52,71681154
Mexico;Michoacán;Coeneo;19,79090857;-101,6378388;14,68681779
Mexico;Michoacán;Cojumatlán de Régules;20,09575252;-102,9093319;11,16821386
Mexico;Michoacán;Contepec;19,95613695;-100,2083807;15,17808795
Mexico;Michoacán;Copándaro;19,88046655;-101,2698568;10,59815128
Mexico;Michoacán;Cotija;19,74455061;-102,7207198;18,81936559
Mexico;Michoacán;Cuitzeo;19,96289851;-101,1406205;12,50716595
Mexico;Michoacán;Ecuandureo;20,14952126;-102,2690282;15,35367032
Mexico;Michoacán;Epitacio Huerta;20,13674875;-100,3064052;18,67804439
Mexico;Michoacán;Erongarícuaro;19,34888064;-101,5374442;156,4619794
Mexico;Michoacán;Gabriel Zamora;19,14151625;-102,0069051;12,95762963
Mexico;Michoacán;Hidalgo;19,58793458;-100,6476116;31,25659042
Mexico;Michoacán;Huandacareo;19,98087233;-101,3166603;8,62693827
Mexico;Michoacán;Huaniqueo;19,88694693;-101,5098991;10,73685693
Mexico;Michoacán;Huetamo;18,63946787;-101,0832645;39,59271766
Mexico;Michoacán;Huiramba;19,53412487;-101,4734556;5,916983316
Mexico;Michoacán;Indoparapeo;19,75975234;-100,9462037;13,80046225
Mexico;Michoacán;Irimbo;19,70150066;-100,4646327;9,666137753
Mexico;Michoacán;Ixtlán;20,11871307;-102,4162968;10,52651545
Mexico;Michoacán;Jacona;19,92665791;-102,3138382;9,210667616
Mexico;Michoacán;Jiménez;19,8960883;-101,7326641;17,8267149
Mexico;Michoacán;Jiquilpan;19,94894801;-102,7838284;14,70670419
Mexico;Michoacán;José Sixto Verduzco;20,24724451;-101,5689332;17,53149055
Mexico;Michoacán;Juárez;19,28244738;-100,4186107;7,126667099
Mexico;Michoacán;Jungapeo;19,41753256;-100,485094;14,66531056
Mexico;Michoacán;La Huacana;18,85335072;-101,9161424;42,3605351
Mexico;Michoacán;La Piedad;20,3023046;-102,1018743;11,82194298
Mexico;Michoacán;Lázaro Cárdenas;18,08764426;-102,3920664;100,0176778
Mexico;Michoacán;Lagunillas;19,60138225;-101,4546405;7,871476329
Mexico;Michoacán;Los Reyes;19,63237781;-102,4133153;28,33756812
Mexico;Michoacán;Madero;19,32895812;-101,162155;26,26028329
Mexico;Michoacán;Múgica;18,97341612;-102,1443015;16,67687104
Mexico;Michoacán;Maravatío;19,8838059;-100,4169536;22,7466855
Mexico;Michoacán;Marcos Castellanos;20,00797804;-102,9844172;14,68203574
Mexico;Michoacán;Morelia;19,64969823;-101,291559;30,09231604
Mexico;Michoacán;Morelos;19,98036598;-101,4671152;14,34605928
Mexico;Michoacán;Nahuatzen;19,65800322;-101,8884113;15,50333059
Mexico;Michoacán;Nocupétaro;19,09371101;-101,2241763;20,21725554
Mexico;Michoacán;Nuevo Paranguricutiro;19,41676972;-102,1805706;12,40444393
Mexico;Michoacán;Nuevo Urecho;19,1498735;-101,849663;11,59453791
Mexico;Michoacán;Numarán;20,26030764;-101,9975416;10,70532599
Mexico;Michoacán;Ocampo;19,58437057;-100,3376923;11,97526069
Mexico;Michoacán;Pátzcuaro;19,47718892;-101,5995731;22,38575128
Mexico;Michoacán;Pajacuarán;20,13223394;-102,539924;11,27902715
Mexico;Michoacán;Panindícuaro;19,98298378;-101,8104763;16,98620156
Mexico;Michoacán;Parácuaro;19,07261316;-102,2120205;24,46059547
Mexico;Michoacán;Paracho;19,64000513;-102,0888011;11,26613766
Mexico;Michoacán;Penjamillo;20,10435793;-101,921778;16,32143087
Mexico;Michoacán;Peribán;19,48469219;-102,4679431;16,36447154
Mexico;Michoacán;Purépero;19,90494764;-102,0070319;11,25203779
Mexico;Michoacán;Puruándiro;20,09625551;-101,559;24,59412713
Mexico;Michoacán;Queréndaro;19,74324528;-100,843028;18,30489287
Mexico;Michoacán;Quiroga;19,70481853;-101,5614928;14,6745649
Mexico;Michoacán;Sahuayo;20,03491425;-102,7831299;8,374745367
Mexico;Michoacán;Salvador Escalante;19,35123308;-101,7018558;18,54529751
Mexico;Michoacán;San Lucas;18,5408372;-100,776359;32,70425936
Mexico;Michoacán;Santa Ana Maya;20,0288553;-101,0498823;6,530730574
Mexico;Michoacán;Senguio;19,73905092;-100,3503717;10,54131015
Mexico;Michoacán;Susupuato;19,21689036;-100,3631364;18,07940612
Mexico;Michoacán;Tacámbaro;19,29309556;-101,9015328;65,2915399
Mexico;Michoacán;Tangamandapio;19,87966219;-102,4593953;15,34826049
Mexico;Michoacán;Tangancícuaro;19,84932232;-102,2539072;18,41889666
Mexico;Michoacán;Tanhuato;20,23986767;-102,3403937;10,14389937
Mexico;Michoacán;Tarímbaro;19,80365673;-101,1803711;13,50260153
Mexico;Michoacán;Taretan;19,30293406;-101,9005182;11,47316945
Mexico;Michoacán;Tepalcatepec;19,06567091;-102,8751396;19,95209363
Mexico;Michoacán;Tingambato;19,50738343;-101,8737824;12,1607917
Mexico;Michoacán;Tinguindín;19,77828246;-102,5162395;15,81933897
Mexico;Michoacán;Tiquicheo de Nicolás Romero;19,02192028;-100,7684362;38,88295254
Mexico;Michoacán;Tlalpujahua;19,77434186;-100,2163872;9,721615642
Mexico;Michoacán;Tlazazalca;20,00403378;-102,0902797;13,93943781
Mexico;Michoacán;Tocumbo;19,6338315;-102,6221094;25,40007304
Mexico;Michoacán;Tumbiscatío;18,53334808;-102,4822808;39,57323241
Mexico;Michoacán;Turicato;18,91099368;-101,4077154;34,25081527
Mexico;Michoacán;Tuxpan;19,55816421;-100,4833671;12,37172223
Mexico;Michoacán;Tuzantla;19,19751775;-100,5756905;25,14778796
Mexico;Michoacán;Tzintzuntzan;19,60457553;-101,5951575;12,07454377
Mexico;Michoacán;Tzitzio;19,42693599;-100,8875043;30,51735778
Mexico;Michoacán;Uruapan;19,42081698;-102,0917247;34,26866292
Mexico;Michoacán;Venustiano Carranza;20,11909759;-102,6863406;14,35064204
Mexico;Michoacán;Villamar;19,98817853;-102,6034696;14,89541142
Mexico;Michoacán;Vista Hermosa;20,25569982;-102,45868;13,67046355
Mexico;Michoacán;Yurécuaro;20,29271184;-102,2322539;12,35619569
Mexico;Michoacán;Zacapu;19,81384833;-101,8480563;18,01786603
Mexico;Michoacán;Zamora;20,02021752;-102,2670267;14,36924307
Mexico;Michoacán;Zináparo;20,17824855;-102,0418681;8,982498461
Mexico;Michoacán;Zinapécuaro;19,86114393;-100,7431922;24,27151427
Mexico;Michoacán;Zirándaro;18,5060152;-101,4046826;11,81173993
Mexico;Michoacán;Ziracuaretiro;19,40241198;-101,8984816;11,85918611
Mexico;Michoacán;Zitácuaro;19,43869338;-100,3272194;17,55777644
Mexico;Morelos;Amacuzac;18,58797143;-99,33909217;13,92553672
Mexico;Morelos;Atlatlahucan;18,92420944;-98,84811384;11,70551787
Mexico;Morelos;Axochiapan;18,53175811;-98,67260358;11,86524758
Mexico;Morelos;Ayala;18,69962982;-98,90893282;17,79100192
Mexico;Morelos;Coatlán del Río;18,70201471;-99,41082141;8,964155353
Mexico;Morelos;Cuautla;18,8158393;-98,90464152;8,984177669
Mexico;Morelos;Cuernavaca;18,89558465;-99,23082458;14,72194162
Mexico;Morelos;Emiliano Zapata;18,80754855;-99,10994482;8,510804003
Mexico;Morelos;Huitzilac;19,00409346;-99,18873397;10,83028526
Mexico;Morelos;Jantetelco;18,67943359;-98,67589402;11,47765879
Mexico;Morelos;Jiutepec;18,86434779;-99,12252071;6,466429291
Mexico;Morelos;Jojutla;18,5880187;-99,14230197;9,185318592
Mexico;Morelos;Jonacatepec;18,66726857;-98,73802324;9,681985278
Mexico;Morelos;Mazatepec;18,68069784;-99,31468883;7,022912324
Mexico;Morelos;Miacatlán;18,76074031;-99,29110137;12,08149306
Mexico;Morelos;Ocuituco;18,90972593;-98,71351792;5,924444837
Mexico;Morelos;Puente de Ixtla;18,57983556;-99,21705282;19,13024198
Mexico;Morelos;Temixco;18,82848472;-99,21392125;7,761918504
Mexico;Morelos;Temoac;18,76596622;-98,72976634;8,491477455
Mexico;Morelos;Tepalcingo;18,56933321;-98,82982408;12,86330089
Mexico;Morelos;Tepoztlán;18,97072027;-99,05905301;11,94434229
Mexico;Morelos;Tetecala;18,66960689;-99,37585138;9,26467789
Mexico;Morelos;Tetela del Volcán;18,94220645;-98,62215831;12,49069384
Mexico;Morelos;Tlalnepantla;19,01878724;-98,9483486;11,05920042
Mexico;Morelos;Tlaltizapán;18,705509;-99,03974012;14,75252451
Mexico;Morelos;Tlaquiltenango;18,49299103;-99,00396036;21,36710465
Mexico;Morelos;Tlayacapan;18,93801986;-98,95150467;8,008987754
Mexico;Morelos;Totolapan;19,00222307;-98,85944718;9,306002153
Mexico;Morelos;Xochitepec;18,75979976;-99,15856175;6,593405519
Mexico;Morelos;Yautepec;18,85237013;-98,99848881;12,86675424
Mexico;Morelos;Yecapixtla;18,85905934;-98,78835577;13,07312362
Mexico;Morelos;Zacatepec de Hidalgo;18,65241201;-99,11558423;5,923399337
Mexico;Morelos;Zacualpan;18,83049717;-98,67737927;7,8846082
Mexico;Nayarit;Acaponeta;22,45442255;-105,2774042;41,39984103
Mexico;Nayarit;Ahuacatlán;21,00931146;-104,5659135;18,88050269
Mexico;Nayarit;Amatlán de Cañas;20,82778128;-104,410246;31,68257721
Mexico;Nayarit;Compostela;21,04568786;-105,1156725;62,89285547
Mexico;Nayarit;El Nayar;22,07605306;-104,6598632;69,05367394
Mexico;Nayarit;Huajicori;22,77372664;-105,229957;34,98850943
Mexico;Nayarit;Ixtlán del Río;21,01023001;-104,3140555;18,14054248
Mexico;Nayarit;Jala;21,14742843;-104,4013237;17,5701249
Mexico;Nayarit;La Yesca;21,49963124;-104,1683024;51,73690122
Mexico;Nayarit;NA;21,5585579;-106,5124945;41,80833957
Mexico;Nayarit;Rosamorada;22,10360541;-105,2088161;39,36697389
Mexico;Nayarit;Ruíz;21,90356396;-105,009645;19,81243042
Mexico;Nayarit;San Blas;21,53176926;-105,2059684;26,61650424
Mexico;Nayarit;San Pedro Lagunillas;21,12449128;-104,744285;17,47520475
Mexico;Nayarit;Santa María del Oro;21,31478414;-104,5939957;24,89105583
Mexico;Nayarit;Santiago Ixcuintla;21,83982196;-105,3437057;70,02208554
Mexico;Nayarit;Tecuala;22,33142581;-105,5131887;33,95100229
Mexico;Nayarit;Tepic;21,5763365;-104,8588461;30,90368479
Mexico;Nayarit;Tuxpan;21,8920817;-105,2866388;15,60913347
Mexico;Nayarit;Xalisco;21,35139878;-104,9240599;21,24538184
Mexico;Nuevo León;Abasolo;25,96021465;-100,4291968;6,270618972
Mexico;Nuevo León;Agualeguas;26,31100397;-99,71650121;34,76174135
Mexico;Nuevo León;Allende;25,31734808;-100,0135632;14,03928311
Mexico;Nuevo León;Anáhuac;27,33243251;-100,0728887;55,22051997
Mexico;Nuevo León;Apodaca;25,83515368;-100,1758276;15,2529282
Mexico;Nuevo León;Aramberri;24,18890984;-99,88989434;43,03780865
Mexico;Nuevo León;Bustamante;26,59861198;-100,6110085;19,73768211
Mexico;Nuevo León;Cadereyta Jiménez;25,52200838;-99,87903157;25,09378899
Mexico;Nuevo León;Carmen;25,9320748;-100,3627696;8,945984071
Mexico;Nuevo León;Cerralvo;26,073983;-99,65524328;23,30786085
Mexico;Nuevo León;China;25,51483577;-98,94806478;60,2741371
Mexico;Nuevo León;Ciénega de Flores;26,00927352;-100,1705383;9,670293557
Mexico;Nuevo León;Doctor Arroyo;23,87720575;-100,318633;78,51955934
Mexico;Nuevo León;Doctor Coss;25,97465331;-99,01861123;26,54536816
Mexico;Nuevo León;Doctor González;25,85891872;-99,82544852;18,46837677
Mexico;Nuevo León;Galeana;24,77193907;-100,415501;66,83769469
Mexico;Nuevo León;García;25,84065547;-100,6816102;22,98691054
Mexico;Nuevo León;General Bravo;25,8246298;-98,83815591;38,45575271
Mexico;Nuevo León;General Escobedo;25,84570872;-100,4109451;12,59313652
Mexico;Nuevo León;General Terán;25,3084406;-99,3940088;41,23526036
Mexico;Nuevo León;General Treviño;26,24452995;-99,43217163;13,43861062
Mexico;Nuevo León;General Zaragoza;23,8488982;-99,76665961;30,98014751
Mexico;Nuevo León;General Zuazua;25,929063;-100,1495568;14,1307578
Mexico;Nuevo León;Guadalupe;25,68215103;-100,2012182;9,521610179
Mexico;Nuevo León;Hidalgo;25,98812538;-100,4811122;11,2933833
Mexico;Nuevo León;Higueras;26,07207564;-99,97412295;20,26370598
Mexico;Nuevo León;Iturbide;24,65807578;-99,87970829;33,39709862
Mexico;Nuevo León;Juárez;25,62174398;-100,1194998;16,44880988
Mexico;Nuevo León;Lampazos de Naranjo;27,05221433;-100,4856827;50,7184995
Mexico;Nuevo León;Linares;24,8754319;-99,54581263;44,36910662
Mexico;Nuevo León;Los Aldamas;26,10333263;-99,26209451;25,20152085
Mexico;Nuevo León;Los Herreras;25,90269591;-99,42415893;18,40875593
Mexico;Nuevo León;Los Ramones;25,68230154;-99,59459767;31,8423295
Mexico;Nuevo León;Marín;25,86351893;-100,0032071;11,9144435
Mexico;Nuevo León;Melchor Ocampo;26,08132383;-99,45322895;13,47548372
Mexico;Nuevo León;Mier y Noriega;23,36303158;-100,2100896;26,59445303
Mexico;Nuevo León;Mina;26,32577658;-100,8308776;49,29649581
Mexico;Nuevo León;Montemorelos;25,15038779;-99,74530828;42,7394751
Mexico;Nuevo León;Monterrey;25,68296365;-100,3142171;18,78487465
Mexico;Nuevo León;Parás;26,58227813;-99,63792417;34,09833998
Mexico;Nuevo León;Pesquería;25,73625183;-99,96313874;19,62032919
Mexico;Nuevo León;Rayones;25,07374837;-100,0976474;28,91343417
Mexico;Nuevo León;Sabinas Hidalgo;26,57819963;-100,1436237;44,38575402
Mexico;Nuevo León;Salinas Victoria;26,17824711;-100,2836769;35,83350718
Mexico;Nuevo León;San Nicolás de los Garza;25,79573914;-100,2416536;9,143086413
Mexico;Nuevo León;San Pedro Garza García;25,66815771;-100,4058975;8,574270344
Mexico;Nuevo León;Santa Catarina;25,59433014;-100,4870179;30,60793336
Mexico;Nuevo León;Santiago;25,39590601;-100,2221721;34,25588142
Mexico;Nuevo León;Vallecillo;26,6553467;-99,90024805;31,62329376
Mexico;Nuevo León;Villaldama;26,52184787;-100,3664316;27,4529439
Mexico;Oaxaca;Choapam;17,57192804;-95,84290821;67,28628452
Mexico;Oaxaca;Coixtlahuaca;17,89185006;-97,3018199;37,12999339
Mexico;Oaxaca;Cuicatlan;17,83366944;-96,83940675;34,96444705
Mexico;Oaxaca;Del Centro;17,11162414;-96,78321592;16,96289851
Mexico;Oaxaca;Dist. Ejutla;16,61846075;-96,92761419;30,17820794
Mexico;Oaxaca;Dist. Etla;17,40192707;-96,86548865;51,25320039
Mexico;Oaxaca;Dist. Huajuapam;17,96015117;-97,73970626;49,06430274
Mexico;Oaxaca;Dist. Ixtlan;17,54232148;-96,54734356;43,5050257
Mexico;Oaxaca;Dist. Jamiltepec;16,44019194;-98,05987254;59,54468861
Mexico;Oaxaca;Dist. Juchitan;16,77579897;-94,64717401;98,83966298
Mexico;Oaxaca;Dist. Juquila;16,202035;-97,50852984;54,67572507
Mexico;Oaxaca;Dist. Juxtlahuaca;17,31738599;-97,96595691;39,01228713
Mexico;Oaxaca;Dist. Miahuatlan;16,31902839;-96,69741453;62,07059551
Mexico;Oaxaca;Dist. Mixe;17,21397952;-95,68078461;63,78653386
Mexico;Oaxaca;Dist. Nochixtlan;17,3764727;-97,18900317;51,25516722
Mexico;Oaxaca;Dist. Ocotlan;16,83303139;-96,72766017;20,54874621
Mexico;Oaxaca;Dist. Pochutla;15,92043296;-96,59161634;65,98370672
Mexico;Oaxaca;Dist. Putla;16,89931972;-97,81767518;45,53391172
Mexico;Oaxaca;Dist. Silacayoapam;17,68834878;-98,11201931;36,38882185
Mexico;Oaxaca;Dist. Sola de Vega;16,69005222;-97,31913045;44,3385564
Mexico;Oaxaca;Dist. Tehuantepec;16,38099482;-95,5450301;87,24802237
Mexico;Oaxaca;Dist. Teotitlan;18,10366922;-96,88613514;62,80990983
Mexico;Oaxaca;Dist. Teposcolula;17,63391856;-97,53562906;32,59444759
Mexico;Oaxaca;Dist. Tlacolula;16,90810335;-96,38388678;46,31637757
Mexico;Oaxaca;Dist. Tlaxiaco;17,22345966;-97,56381874;39,16530598
Mexico;Oaxaca;Dist. Tuxtepec;18,07472533;-96,28400015;70,08298274
Mexico;Oaxaca;Dist. Villa Alta;17,39018285;-96,28227375;36,57335445
Mexico;Oaxaca;Dist. Yautepec;16,50029249;-96,0877989;70,55648399
Mexico;Oaxaca;Dist. Zaachila;17,02088046;-97,06226636;30,3747494
Mexico;Oaxaca;Dist. Zimatlan;16,89038432;-96,97175182;27,46906686
Mexico;Puebla;Acajete;19,11923027;-97,84476881;13,27273424
Mexico;Puebla;Acateno;20,15605488;-97,1534253;8,351698626
Mexico;Puebla;Acatlán;18,26287044;-97,92346598;16,94488961
Mexico;Puebla;Acatzingo;19,07763655;-97,68653988;9,944347054
Mexico;Puebla;Acteopan;18,74486776;-98,57525609;9,740144672
Mexico;Puebla;Ahuacatlán;20,06055107;-97,80797932;8,308404788
Mexico;Puebla;Ahuatlán;18,66222734;-98,1717818;13,52253067
Mexico;Puebla;Ahuazotepec;20,10129688;-98,08293057;7,673356581
Mexico;Puebla;Ahuehuetitla;18,2197328;-98,09649319;10,45929881
Mexico;Puebla;Ajalpan;18,41264467;-97,05497036;21,64405665
Mexico;Puebla;Albino Zertuche;18,03313128;-98,4667545;10,8506498
Mexico;Puebla;Aljojuca;19,13149468;-97,419021;6,458407634
Mexico;Puebla;Altepexi;18,37450493;-97,2226708;4,63845403
Mexico;Puebla;Amixtlán;20,07648425;-97,74320773;4,649370605
Mexico;Puebla;Amozoc;19,10523123;-97,9723191;10,39299151
Mexico;Puebla;Aquixtla;19,76700665;-97,83442448;10,68306698
Mexico;Puebla;Atempan;19,85007169;-97,38797429;4,509404818
Mexico;Puebla;Atexcal;18,44082678;-97,54983261;14,02133259
Mexico;Puebla;Atlixco;18,90627378;-98,37186684;13,16515647
Mexico;Puebla;Atoyatempan;18,88950835;-97,78090248;6,890541045
Mexico;Puebla;Atzala;18,58193426;-98,43917014;6,866985888
Mexico;Puebla;Atzitzihuacán;18,90979686;-97,79141034;88,2535007
Mexico;Puebla;Axutla;18,19444327;-98,29182156;10,84675418
Mexico;Puebla;Ayotoxco de Guerrero;20,13082884;-97,31424447;11,44382705
Mexico;Puebla;Cañada Morelos;18,7783226;-97,3088303;12,4472424
Mexico;Puebla;Calpan;19,1511723;-98,38420842;13,0020501
Mexico;Puebla;Caltepec;18,1504049;-97,3751486;20,98436902
Mexico;Puebla;Camocuautla;20,04908728;-97,69230294;4,026755965
Mexico;Puebla;Caxhuacan;20,09023002;-97,53673413;4,615722898
Mexico;Puebla;Chalchicomula de Sesma;19,02551351;-97,32213244;17,14155822
Mexico;Puebla;Chapulco;18,68206767;-97,3073553;9,449124766
Mexico;Puebla;Chiautla;18,34145135;-98,47454543;19,31213642
Mexico;Puebla;Chiautzingo;19,22645288;-98,42148715;4,779531511
Mexico;Puebla;Chichiquila;19,2467146;-97,04942829;7,839750831
Mexico;Puebla;Chiconcuautla;20,12117216;-97,91250266;7,42340554
Mexico;Puebla;Chietla;18,53936632;-98,53288539;14,91690028
Mexico;Puebla;Chigmecatitlán;18,69738971;-97,94178087;7,895135808
Mexico;Puebla;Chignahuapan;19,85021564;-98,03961856;26,47582265
Mexico;Puebla;Chignautla;19,77526773;-97,36155406;13,93680199
Mexico;Puebla;Chila de la Sal;18,18510397;-98,36707422;14,84252265
Mexico;Puebla;Chila;18,0311952;-97,76339941;10,69109896
Mexico;Puebla;Chilchotla;19,30939027;-97,14140291;11,91003291
Mexico;Puebla;Chinantla;18,27226518;-98,21123299;7,610099179
Mexico;Puebla;Coatepec;20,08059979;-97,68159453;4,516805185
Mexico;Puebla;Coatzingo;18,63987788;-98,04708282;9,715853213
Mexico;Puebla;Cohetzala;18,20921124;-98,73184527;13,39532603
Mexico;Puebla;Cohuecán;18,72428951;-98,63131033;11,20051647
Mexico;Puebla;Coronango;19,16131546;-98,19715819;4,276996342
Mexico;Puebla;Coxcatlán;18,26648055;-97,02725673;14,16573792
Mexico;Puebla;Coyomeapan;18,2897561;-96,88008185;14,5273308
Mexico;Puebla;Coyotepec;18,46746566;-97,68052302;10,18094665
Mexico;Puebla;Cuapiaxtla de Madero;18,96668457;-97,72392896;4,272477635
Mexico;Puebla;Cuautempan;19,93114985;-97,74303894;5,706961949
Mexico;Puebla;Cuautinchán;18,99970697;-97,93087314;11,04144689
Mexico;Puebla;Cuautlancingo;19,13167167;-98,17353547;4,716189165
Mexico;Puebla;Cuayuca de Andrade;18,51760024;-98,0846052;13,73034248
Mexico;Puebla;Cuetzalan del Progreso;20,06607807;-97,40527186;8,865856498
Mexico;Puebla;Cuyoaco;19,65218416;-97,47566076;11,46709428
Mexico;Puebla;Domingo Arenas;19,19703726;-98,46779284;8,949723429
Mexico;Puebla;Eloxochitlán;18,50244643;-96,80822083;7,841888372
Mexico;Puebla;Epatlán;18,67157582;-98,31237305;6,313534382
Mexico;Puebla;Esperanza;18,90117723;-97,28138493;8,799009932
Mexico;Puebla;Francisco Z. Mena;20,75976063;-97,76569588;14,05087205
Mexico;Puebla;General Felipe Angeles;19,0469712;-97,57558347;8,932801334
Mexico;Puebla;Guadalupe Victoria;19,36176091;-97,31339592;11,10261635
Mexico;Puebla;Guadalupe;18,08862466;-98,09182347;9,453743518
Mexico;Puebla;Hermenegildo Galeana;20,14627689;-97,65034474;4,129227193
Mexico;Puebla;Honey;20,29029915;-98,15913866;9,365985531
Mexico;Puebla;Huaquechula;18,81596863;-98,40189485;13,10550681
Mexico;Puebla;Huatlatlauca;18,74301585;-97,9504099;13,53957432
Mexico;Puebla;Huauchinango;20,1839451;-98,0103037;12,64181193
Mexico;Puebla;Huehuetlán el Chico;18,36534375;-98,66550623;12,459871
Mexico;Puebla;Huehuetlán el Grande;18,80871906;-98,04140424;12,25834107
Mexico;Puebla;Huehuetla;20,11938814;-97,56847026;5,608941939
Mexico;Puebla;Huejotzingo;19,21885502;-98,33541688;7,958534636
Mexico;Puebla;Hueyapan;19,98839857;-97,30226993;11,76201697
Mexico;Puebla;Hueytamalco;20,09103165;-97,23260292;18,84378994
Mexico;Puebla;Hueytlalpan;20,07236511;-97,6194893;5,887570065
Mexico;Puebla;Huitzilan de Serdán;19,9712945;-97,66981027;7,319194808
Mexico;Puebla;Huitziltepec;18,81366062;-97,76645933;7,776057237
Mexico;Puebla;Ignacio Allende;20,04340982;-97,54873022;3,421630882
Mexico;Puebla;Ixcamilpa de Guerrero;18,08256482;-98,6058374;13,95802995
Mexico;Puebla;Ixcaquixtla;18,53386385;-97,69225165;9,554248983
Mexico;Puebla;Ixtacamaxtitlán;19,63193133;-97,72197611;16,75042152
Mexico;Puebla;Ixtepec;20,04488365;-97,59657041;5,224182372
Mexico;Puebla;Izúcar de Matamoros;18,55070005;-98,32168258;21,3905516
Mexico;Puebla;Jolalpan;18,3290404;-98,84235415;16,87417556
Mexico;Puebla;Jonotla;20,07954769;-97,48334441;4,858970123
Mexico;Puebla;Jopala;20,23368244;-97,74582628;14,56239143
Mexico;Puebla;Juan C. Bonilla;19,14254763;-98,26345977;5,488836282
Mexico;Puebla;Juan Galindo;20,24017377;-97,91729222;9,135980623
Mexico;Puebla;Juan N. Méndez;18,59448698;-97,57147419;12,87597635
Mexico;Puebla;La Magdalena Tlatlauquitepec;18,78207616;-97,98902173;5,372040528
Mexico;Puebla;Lafragua;19,32526358;-97,2414386;9,91650778
Mexico;Puebla;Los Reyes de Juárez;18,9995554;-97,70209055;5,437055275
Mexico;Puebla;Mazapiltepec de Juárez;19,18614737;-97,60352212;7,483786663
Mexico;Puebla;Mixtla;18,9633259;-97,77693403;3,890417153
Mexico;Puebla;Molcaxac;18,72822904;-97,75324126;11,458514
Mexico;Puebla;Naupan;20,26372553;-98,04176537;11,76503685
Mexico;Puebla;Nauzontla;19,98270483;-97,52479469;7,184807221
Mexico;Puebla;Nealtican;19,07808377;-98,35645595;4,711372022
Mexico;Puebla;Nicolás Bravo;18,61390269;-97,22786591;11,39348966
Mexico;Puebla;Nopalucan;19,21579429;-97,74875888;12,90916994
Mexico;Puebla;Ocotepec;19,62110628;-97,57307102;9,172645076
Mexico;Puebla;Ocoyucan;18,96951816;-98,24312522;7,097956177
Mexico;Puebla;Olintla;20,16009224;-97,60868953;8,103322029
Mexico;Puebla;Oriental;19,39218924;-97,51385887;13,63735648
Mexico;Puebla;Pahuatlán;20,34359618;-98,06072685;11,33393631
Mexico;Puebla;Palmar de Bravo;18,88678133;-97,42041029;12,6295705
Mexico;Puebla;Pantepec;20,6270455;-97,84496548;15,31630159
Mexico;Puebla;Petlalcingo;18,13690292;-97,8032476;9,585769402
Mexico;Puebla;Piaxtla;18,14105504;-98,19168962;13,43111747
Mexico;Puebla;Puebla;19,03039032;-98,08091786;28,98101066
Mexico;Puebla;Quecholac;18,96942838;-97,55710895;12,82903682
Mexico;Puebla;Quimixtlán;19,29376024;-97,01611344;9,168562272
Mexico;Puebla;Rafael Lara Grajales;19,25630505;-97,69034863;5,797257195
Mexico;Puebla;San Andrés Cholula;19,03949478;-98,21282413;4,526319286
Mexico;Puebla;San Antonio Cañada;18,5007579;-97,15966395;7,929123983
Mexico;Puebla;San Diego la Mesa Tochimiltzingo;18,82155773;-98,22849924;12,16384363
Mexico;Puebla;San Felipe Teotlalcingo;19,25058897;-98,4445663;7,712426903
Mexico;Puebla;San Felipe Tepatlán;20,13021247;-97,72442089;8,865610306
Mexico;Puebla;San Gabriel Chilac;18,35590174;-97,2845295;10,706563
Mexico;Puebla;San Gregorio Atzompa;19,04950308;-98,26483661;3,510514337
Mexico;Puebla;San Jerónimo Tecuanipan;19,06842036;-98,30745428;5,189024469
Mexico;Puebla;San Jerónimo Xayacatlán;18,31892069;-97,8402807;8,923534512
Mexico;Puebla;San José Chiapa;19,28599289;-97,60705671;11,85754947
Mexico;Puebla;San José Miahuatlán;18,234297;-97,18807748;17,67157831
Mexico;Puebla;San Juan Atenco;19,06856019;-97,46435046;10,17880047
Mexico;Puebla;San Juan Atzompa;18,79098284;-97,91826321;4,499729306
Mexico;Puebla;San Martín Texmelucan;19,29898321;-98,36155473;6,405672858
Mexico;Puebla;San Martín Totoltepec;18,7204336;-98,30449082;2,610751946
Mexico;Puebla;San Matías Tlalancaleca;19,34539593;-98,40934373;5,520066817
Mexico;Puebla;San Miguel Ixitlán;18,07148115;-97,69842145;8,948850024
Mexico;Puebla;San Miguel Xoxtla;19,17570818;-98,23633601;3,180023457
Mexico;Puebla;San Nicolás Buenos Aires;19,26752077;-97,4128942;13,22207077
Mexico;Puebla;San Nicolás de los Ranchos;19,10382662;-98,48202917;11,76564053
Mexico;Puebla;San Pablo Anicano;18,19524282;-98,01773337;7,269722819
Mexico;Puebla;San Pedro Cholula;19,09549001;-98,24093365;7,914941882
